Timestamp,Data19:18滿電
2025-09-05T16:05:21.693Z,481
2025-09-05T16:05:31.684Z,482
2025-09-05T16:05:41.675Z,479
2025-09-05T16:05:51.666Z,482
2025-09-05T16:06:01.657Z,482
2025-09-05T16:06:11.647Z,483
2025-09-05T16:06:21.639Z,481
2025-09-05T16:06:31.629Z,481
2025-09-05T16:06:41.620Z,479
2025-09-05T16:06:51.616Z,483
2025-09-05T16:07:01.606Z,481
2025-09-05T16:07:11.597Z,479
2025-09-05T16:07:21.587Z,483
2025-09-05T16:07:31.578Z,482
2025-09-05T16:07:41.569Z,482
2025-09-05T16:07:51.561Z,477
2025-09-05T16:08:01.550Z,481
2025-09-05T16:08:11.550Z,480
2025-09-05T16:08:21.536Z,478
2025-09-05T16:08:31.642Z,482
2025-09-05T16:08:41.522Z,484
2025-09-05T16:08:51.510Z,482
2025-09-05T16:09:01.500Z,479
2025-09-05T16:09:11.491Z,479
2025-09-05T16:09:21.484Z,478
2025-09-05T16:09:31.472Z,484
2025-09-05T16:09:41.468Z,482
2025-09-05T16:09:51.458Z,480
2025-09-05T16:10:01.552Z,479
2025-09-05T16:10:11.513Z,480
2025-09-05T16:10:21.455Z,480
2025-09-05T16:10:31.426Z,484
2025-09-05T16:10:41.687Z,478
2025-09-05T16:10:51.403Z,484
2025-09-05T16:11:01.394Z,480
2025-09-05T16:11:11.390Z,478
2025-09-05T16:11:21.380Z,480
2025-09-05T16:11:31.434Z,482
2025-09-05T16:11:41.370Z,479
2025-09-05T16:11:51.373Z,479
2025-09-05T16:12:01.345Z,478
2025-09-05T16:12:11.337Z,481
2025-09-05T16:12:21.324Z,484
2025-09-05T16:12:31.315Z,485
2025-09-05T16:12:41.312Z,480
2025-09-05T16:12:51.301Z,486
2025-09-05T16:13:01.362Z,483
2025-09-05T16:13:11.282Z,481
2025-09-05T16:13:21.274Z,480
2025-09-05T16:13:31.264Z,483
2025-09-05T16:13:41.255Z,481
2025-09-05T16:13:51.297Z,483
2025-09-05T16:14:01.255Z,481
2025-09-05T16:14:11.233Z,481
2025-09-05T16:14:21.222Z,479
2025-09-05T16:14:31.213Z,482
2025-09-05T16:14:41.204Z,482
2025-09-05T16:14:51.195Z,481
2025-09-05T16:15:01.187Z,479
2025-09-05T16:15:11.176Z,481
2025-09-05T16:15:21.167Z,482
2025-09-05T16:15:31.168Z,481
2025-09-05T16:15:41.154Z,479
2025-09-05T16:15:51.147Z,482
2025-09-05T16:16:01.201Z,483
2025-09-05T16:16:11.129Z,482
2025-09-05T16:16:21.118Z,480
2025-09-05T16:16:31.108Z,481
2025-09-05T16:16:41.098Z,483
2025-09-05T16:16:51.100Z,481
2025-09-05T16:17:01.084Z,478
2025-09-05T16:17:11.075Z,481
2025-09-05T16:17:21.066Z,483
2025-09-05T16:17:31.059Z,479
2025-09-05T16:17:41.048Z,480
2025-09-05T16:17:51.038Z,476
2025-09-05T16:18:01.029Z,483
2025-09-05T16:18:11.020Z,481
2025-09-05T16:18:21.010Z,479
2025-09-05T16:18:31.006Z,480
2025-09-05T16:18:40.996Z,478
2025-09-05T16:18:50.994Z,483
2025-09-05T16:19:00.979Z,482
2025-09-05T16:19:10.974Z,481
2025-09-05T16:19:20.960Z,483
2025-09-05T16:19:30.951Z,480
2025-09-05T16:19:40.941Z,478
2025-09-05T16:19:50.955Z,482
2025-09-05T16:20:00.929Z,488
2025-09-05T16:20:10.951Z,484
2025-09-05T16:20:20.908Z,487
2025-09-05T16:20:30.901Z,479
2025-09-05T16:20:40.950Z,479
2025-09-05T16:20:50.896Z,481
2025-09-05T16:21:00.872Z,479
2025-09-05T16:21:10.863Z,479
2025-09-05T16:21:20.854Z,480
2025-09-05T16:21:30.848Z,479
2025-09-05T16:21:40.840Z,482
2025-09-05T16:21:50.830Z,481
2025-09-05T16:22:00.822Z,485
2025-09-05T16:22:10.812Z,477
2025-09-05T16:22:20.803Z,484
2025-09-05T16:22:30.794Z,483
2025-09-05T16:22:40.784Z,482
2025-09-05T16:22:50.776Z,482
2025-09-05T16:23:00.767Z,480
2025-09-05T16:23:10.761Z,485
2025-09-05T16:23:20.765Z,483
2025-09-05T16:23:30.743Z,481
2025-09-05T16:23:40.735Z,483
2025-09-05T16:23:50.746Z,482
2025-09-05T16:24:00.716Z,484
2025-09-05T16:24:10.706Z,482
2025-09-05T16:24:20.697Z,484
2025-09-05T16:24:30.688Z,481
2025-09-05T16:24:40.716Z,479
2025-09-05T16:24:50.674Z,481
2025-09-05T16:25:00.664Z,480
2025-09-05T16:25:10.655Z,483
2025-09-05T16:25:20.646Z,479
2025-09-05T16:25:30.637Z,483
2025-09-05T16:25:40.629Z,485
2025-09-05T16:25:50.619Z,482
2025-09-05T16:26:01.019Z,481
2025-09-05T16:26:10.605Z,480
2025-09-05T16:26:20.953Z,480
2025-09-05T16:26:30.632Z,481
2025-09-05T16:26:40.577Z,484
2025-09-05T16:26:50.568Z,483
2025-09-05T16:27:00.601Z,481
2025-09-05T16:27:10.549Z,482
2025-09-05T16:27:20.544Z,481
2025-09-05T16:27:30.648Z,481
2025-09-05T16:27:40.522Z,480
2025-09-05T16:27:50.518Z,482
2025-09-05T16:28:00.508Z,482
2025-09-05T16:28:10.499Z,480
2025-09-05T16:28:20.501Z,479
2025-09-05T16:28:30.480Z,482
2025-09-05T16:28:40.471Z,482
2025-09-05T16:28:50.462Z,482
2025-09-05T16:29:00.452Z,484
2025-09-05T16:29:10.444Z,484
2025-09-05T16:29:20.439Z,479
2025-09-05T16:29:30.430Z,484
2025-09-05T16:29:40.427Z,481
2025-09-05T16:29:50.411Z,483
2025-09-05T16:30:00.409Z,480
2025-09-05T16:30:10.393Z,482
2025-09-05T16:30:20.408Z,484
2025-09-05T16:30:30.374Z,484
2025-09-05T16:30:40.365Z,478
2025-09-05T16:30:50.357Z,480
2025-09-05T16:31:00.352Z,480
2025-09-05T16:31:10.341Z,481
2025-09-05T16:31:20.343Z,480
2025-09-05T16:31:30.334Z,481
2025-09-05T16:31:40.314Z,485
2025-09-05T16:31:50.314Z,481
2025-09-05T16:32:00.296Z,484
2025-09-05T16:32:10.287Z,480
2025-09-05T16:32:20.277Z,483
2025-09-05T16:32:30.272Z,483
2025-09-05T16:32:40.263Z,483
2025-09-05T16:32:50.254Z,483
2025-09-05T16:33:00.248Z,482
2025-09-05T16:33:10.235Z,482
2025-09-05T16:33:20.226Z,481
2025-09-05T16:33:30.217Z,483
2025-09-05T16:33:40.208Z,481
2025-09-05T16:33:50.199Z,478
2025-09-05T16:34:00.193Z,484
2025-09-05T16:34:10.190Z,478
2025-09-05T16:34:20.176Z,480
2025-09-05T16:34:30.166Z,481
2025-09-05T16:34:40.156Z,479
2025-09-05T16:34:50.147Z,479
2025-09-05T16:35:00.138Z,480
2025-09-05T16:35:10.130Z,487
2025-09-05T16:35:20.121Z,481
2025-09-05T16:35:30.115Z,481
2025-09-05T16:35:40.122Z,476
2025-09-05T16:35:50.109Z,479
2025-09-05T16:36:00.087Z,481
2025-09-05T16:36:10.078Z,478
2025-09-05T16:36:20.141Z,481
2025-09-05T16:36:30.059Z,482
2025-09-05T16:36:40.051Z,479
2025-09-05T16:36:50.042Z,482
2025-09-05T16:37:00.036Z,481
2025-09-05T16:37:10.033Z,483
2025-09-05T16:37:20.018Z,478
2025-09-05T16:37:30.065Z,480
2025-09-05T16:37:40.000Z,481
2025-09-05T16:37:50.003Z,480
2025-09-05T16:37:59.981Z,480
2025-09-05T16:38:09.972Z,482
2025-09-05T16:38:20.037Z,480
2025-09-05T16:38:29.958Z,478
2025-09-05T16:38:39.949Z,482
2025-09-05T16:38:49.940Z,484
2025-09-05T16:38:59.931Z,479
2025-09-05T16:39:09.922Z,480
2025-09-05T16:39:19.914Z,480
2025-09-05T16:39:29.903Z,479
2025-09-05T16:39:39.895Z,484
2025-09-05T16:39:49.885Z,483
2025-09-05T16:39:59.891Z,481
2025-09-05T16:40:09.871Z,481
2025-09-05T16:40:19.862Z,481
2025-09-05T16:40:29.853Z,481
2025-09-05T16:40:39.847Z,482
2025-09-05T16:40:49.834Z,482
2025-09-05T16:40:59.834Z,479
2025-09-05T16:41:09.815Z,484
2025-09-05T16:41:19.807Z,483
2025-09-05T16:41:29.801Z,484
2025-09-05T16:41:39.792Z,481
2025-09-05T16:41:49.782Z,483
2025-09-05T16:41:59.773Z,483
2025-09-05T16:42:09.764Z,486
2025-09-05T16:42:19.767Z,481
2025-09-05T16:42:29.748Z,478
2025-09-05T16:42:39.737Z,478
2025-09-05T16:42:49.727Z,482
2025-09-05T16:42:59.722Z,482
2025-09-05T16:43:09.713Z,480
2025-09-05T16:43:19.704Z,482
2025-09-05T16:43:29.696Z,480
2025-09-05T16:43:39.686Z,483
2025-09-05T16:43:49.686Z,481
2025-09-05T16:43:59.675Z,480
2025-09-05T16:44:09.658Z,477
2025-09-05T16:44:19.649Z,484
2025-09-05T16:44:29.644Z,484
2025-09-05T16:44:39.838Z,483
2025-09-05T16:44:49.633Z,480
2025-09-05T16:44:59.624Z,484
2025-09-05T16:45:09.608Z,483
2025-09-05T16:45:19.599Z,479
2025-09-05T16:45:29.590Z,482
2025-09-05T16:45:39.579Z,480
2025-09-05T16:45:49.570Z,480
2025-09-05T16:45:59.565Z,483
2025-09-05T16:46:09.570Z,479
2025-09-05T16:46:19.576Z,480
2025-09-05T16:46:29.538Z,483
2025-09-05T16:46:39.529Z,479
2025-09-05T16:46:49.519Z,483
2025-09-05T16:46:59.510Z,484
2025-09-05T16:47:09.501Z,483
2025-09-05T16:47:19.492Z,481
2025-09-05T16:47:29.487Z,480
2025-09-05T16:47:39.477Z,483
2025-09-05T16:47:49.469Z,484
2025-09-05T16:47:59.461Z,477
2025-09-05T16:48:09.451Z,483
2025-09-05T16:48:19.442Z,482
2025-09-05T16:48:29.432Z,481
2025-09-05T16:48:39.452Z,480
2025-09-05T16:48:49.414Z,482
2025-09-05T16:48:59.426Z,480
2025-09-05T16:49:09.399Z,481
2025-09-05T16:49:19.390Z,484
2025-09-05T16:49:29.381Z,481
2025-09-05T16:49:39.381Z,474
2025-09-05T16:49:49.363Z,478
2025-09-05T16:49:59.355Z,481
2025-09-05T16:50:09.347Z,481
2025-09-05T16:50:19.340Z,482
2025-09-05T16:50:29.381Z,479
2025-09-05T16:50:39.327Z,480
2025-09-05T16:50:49.313Z,481
2025-09-05T16:50:59.303Z,483
2025-09-05T16:51:09.294Z,482
2025-09-05T16:51:19.285Z,480
2025-09-05T16:51:29.275Z,481
2025-09-05T16:51:39.266Z,479
2025-09-05T16:51:49.261Z,480
2025-09-05T16:51:59.256Z,482
2025-09-05T16:52:09.243Z,484
2025-09-05T16:52:19.267Z,481
2025-09-05T16:52:29.228Z,482
2025-09-05T16:52:39.216Z,481
2025-09-05T16:52:49.207Z,481
2025-09-05T16:52:59.212Z,481
2025-09-05T16:53:09.189Z,482
2025-09-05T16:53:19.308Z,481
2025-09-05T16:53:29.174Z,476
2025-09-05T16:53:39.165Z,483
2025-09-05T16:53:49.155Z,480
2025-09-05T16:53:59.146Z,483
2025-09-05T16:54:09.140Z,477
2025-09-05T16:54:19.145Z,482
2025-09-05T16:54:29.119Z,482
2025-09-05T16:54:39.110Z,478
2025-09-05T16:54:49.104Z,483
2025-09-05T16:54:59.095Z,478
2025-09-05T16:55:09.114Z,482
2025-09-05T16:55:19.081Z,483
2025-09-05T16:55:29.068Z,476
2025-09-05T16:55:39.058Z,482
2025-09-05T16:55:49.050Z,482
2025-09-05T16:55:59.041Z,484
2025-09-05T16:56:09.031Z,479
2025-09-05T16:56:19.036Z,480
2025-09-05T16:56:29.018Z,482
2025-09-05T16:56:39.015Z,483
2025-09-05T16:56:49.000Z,483
2025-09-05T16:56:58.990Z,479
2025-09-05T16:57:09.003Z,479
2025-09-05T16:57:18.975Z,483
2025-09-05T16:57:28.972Z,480
2025-09-05T16:57:38.953Z,480
2025-09-05T16:57:48.948Z,480
2025-09-05T16:57:58.938Z,478
2025-09-05T16:58:08.930Z,482
2025-09-05T16:58:18.920Z,480
2025-09-05T16:58:28.911Z,477
2025-09-05T16:58:38.902Z,483
2025-09-05T16:58:48.892Z,483
2025-09-05T16:58:58.887Z,479
2025-09-05T16:59:08.874Z,480
2025-09-05T16:59:18.870Z,479
2025-09-05T16:59:28.860Z,480
2025-09-05T16:59:38.889Z,481
2025-09-05T16:59:48.845Z,480
2025-09-05T16:59:58.836Z,483
2025-09-05T17:00:08.823Z,480
2025-09-05T17:00:18.814Z,484
2025-09-05T17:00:28.853Z,482
2025-09-05T17:00:38.795Z,483
2025-09-05T17:00:48.786Z,479
2025-09-05T17:00:58.781Z,483
2025-09-05T17:01:08.772Z,479
2025-09-05T17:01:18.822Z,479
2025-09-05T17:01:28.756Z,479
2025-09-05T17:01:38.745Z,481
2025-09-05T17:01:48.737Z,478
2025-09-05T17:01:58.726Z,479
2025-09-05T17:02:08.716Z,482
2025-09-05T17:02:18.707Z,483
2025-09-05T17:02:28.702Z,480
2025-09-05T17:02:38.693Z,481
2025-09-05T17:02:48.684Z,481
2025-09-05T17:02:58.675Z,481
2025-09-05T17:03:08.667Z,482
2025-09-05T17:03:18.660Z,480
2025-09-05T17:04:16.487Z,478
2025-09-05T17:04:26.478Z,479
2025-09-05T17:04:36.473Z,480
2025-09-05T17:04:46.460Z,482
2025-09-05T17:04:56.450Z,480
2025-09-05T17:05:06.475Z,480
2025-09-05T17:05:16.484Z,479
2025-09-05T17:05:26.424Z,477
2025-09-05T17:05:36.555Z,483
2025-09-05T17:05:46.410Z,481
2025-09-05T17:05:56.401Z,478
2025-09-05T17:06:06.392Z,481
2025-09-05T17:06:16.402Z,478
2025-09-05T17:06:26.373Z,483
2025-09-05T17:06:36.369Z,477
2025-09-05T17:06:46.354Z,481
2025-09-05T17:06:56.347Z,480
2025-09-05T17:07:06.336Z,480
2025-09-05T17:07:16.331Z,480
2025-09-05T17:07:26.322Z,478
2025-09-05T17:07:36.340Z,478
2025-09-05T17:07:46.306Z,479
2025-09-05T17:07:56.295Z,479
2025-09-05T17:08:06.285Z,482
2025-09-05T17:08:16.279Z,480
2025-09-05T17:08:26.267Z,480
2025-09-05T17:08:36.257Z,479
2025-09-05T17:08:46.253Z,479
2025-09-05T17:08:56.246Z,482
2025-09-05T17:09:06.234Z,483
2025-09-05T17:09:16.225Z,479
2025-09-05T17:09:26.216Z,483
2025-09-05T17:09:36.207Z,483
2025-09-05T17:09:46.198Z,483
2025-09-05T17:09:56.188Z,476
2025-09-05T17:10:06.181Z,478
2025-09-05T17:10:16.170Z,481
2025-09-05T17:10:26.165Z,480
2025-09-05T17:10:36.155Z,484
2025-09-05T17:10:46.148Z,480
2025-09-05T17:10:56.137Z,484
2025-09-05T17:11:06.129Z,481
2025-09-05T17:11:16.119Z,479
2025-09-05T17:11:26.112Z,479
2025-09-05T17:11:36.107Z,483
2025-09-05T17:11:46.092Z,481
2025-09-05T17:11:56.179Z,480
2025-09-05T17:12:06.129Z,481
2025-09-05T17:12:16.076Z,479
2025-09-05T17:12:26.067Z,482
2025-09-05T17:12:36.050Z,482
2025-09-05T17:12:46.052Z,481
2025-09-05T17:12:56.190Z,482
2025-09-05T17:13:06.022Z,483
2025-09-05T17:13:16.178Z,479
2025-09-05T17:13:26.007Z,481
2025-09-05T17:13:36.012Z,478
2025-09-05T17:13:45.994Z,483
2025-09-05T17:13:55.980Z,480
2025-09-05T17:14:05.972Z,481
2025-09-05T17:14:15.973Z,485
2025-09-05T17:14:25.953Z,476
2025-09-05T17:14:35.980Z,481
2025-09-05T17:14:45.934Z,482
2025-09-05T17:14:55.927Z,482
2025-09-05T17:15:05.920Z,483
2025-09-05T17:15:15.912Z,477
2025-09-05T17:15:25.925Z,484
2025-09-05T17:15:35.896Z,483
2025-09-05T17:15:45.884Z,481
2025-09-05T17:15:55.945Z,483
2025-09-05T17:16:05.866Z,480
2025-09-05T17:16:15.856Z,483
2025-09-05T17:16:25.848Z,482
2025-09-05T17:16:35.842Z,480
2025-09-05T17:16:45.836Z,479
2025-09-05T17:16:55.824Z,481
2025-09-05T17:17:05.839Z,481
2025-09-05T17:17:15.805Z,478
2025-09-05T17:17:25.796Z,480
2025-09-05T17:17:35.815Z,482
2025-09-05T17:17:45.779Z,480
2025-09-05T17:17:55.769Z,477
2025-09-05T17:18:05.766Z,479
2025-09-05T17:18:15.755Z,478
2025-09-05T17:18:25.745Z,481
2025-09-05T17:18:35.736Z,480
2025-09-05T17:18:45.727Z,483
2025-09-05T17:18:55.802Z,481
2025-09-05T17:19:05.710Z,482
2025-09-05T17:19:15.699Z,482
2025-09-05T17:19:25.870Z,481
2025-09-05T17:19:35.704Z,481
2025-09-05T17:19:45.680Z,482
2025-09-05T17:19:55.680Z,481
2025-09-05T17:20:05.907Z,478
2025-09-05T17:20:15.648Z,483
2025-09-05T17:20:25.639Z,482
2025-09-05T17:20:35.833Z,480
2025-09-05T17:20:45.621Z,480
2025-09-05T17:20:55.655Z,479
2025-09-05T17:21:05.610Z,483
2025-09-05T17:21:15.601Z,479
2025-09-05T17:21:25.589Z,483
2025-09-05T17:21:35.579Z,480
2025-09-05T17:21:45.570Z,479
2025-09-05T17:21:55.561Z,483
2025-09-05T17:22:05.552Z,481
2025-09-05T17:22:15.543Z,479
2025-09-05T17:22:25.535Z,479
2025-09-05T17:22:35.530Z,481
2025-09-05T17:22:45.522Z,482
2025-09-05T17:22:55.509Z,481
2025-09-05T17:23:05.500Z,477
2025-09-05T17:23:15.630Z,479
2025-09-05T17:23:25.499Z,477
2025-09-05T17:23:35.473Z,483
2025-09-05T17:23:45.467Z,483
2025-09-05T17:23:55.454Z,479
2025-09-05T17:24:05.508Z,479
2025-09-05T17:24:15.440Z,481
2025-09-05T17:24:25.431Z,479
2025-09-05T17:24:35.539Z,481
2025-09-05T17:24:45.414Z,484
2025-09-05T17:24:55.404Z,483
2025-09-05T17:25:05.486Z,481
2025-09-05T17:25:15.389Z,479
2025-09-05T17:25:25.382Z,481
2025-09-05T17:25:35.371Z,482
2025-09-05T17:25:45.362Z,481
2025-09-05T17:25:55.356Z,477
2025-09-05T17:26:05.344Z,480
2025-09-05T17:26:15.335Z,476
2025-09-05T17:26:25.326Z,479
2025-09-05T17:26:35.317Z,481
2025-09-05T17:26:45.307Z,481
2025-09-05T17:26:55.298Z,482
2025-09-05T17:27:05.309Z,478
2025-09-05T17:27:15.284Z,478
2025-09-05T17:27:25.274Z,479
2025-09-05T17:27:35.266Z,483
2025-09-05T17:27:45.256Z,482
2025-09-05T17:27:55.358Z,481
2025-09-05T17:28:05.238Z,479
2025-09-05T17:28:15.229Z,479
2025-09-05T17:28:25.219Z,481
2025-09-05T17:28:35.214Z,478
2025-09-05T17:28:45.205Z,479
2025-09-05T17:28:55.196Z,477
2025-09-05T17:29:05.187Z,481
2025-09-05T17:29:15.178Z,480
2025-09-05T17:29:25.169Z,478
2025-09-05T17:29:35.199Z,482
2025-09-05T17:29:45.150Z,479
2025-09-05T17:29:55.152Z,480
2025-09-05T17:30:05.138Z,481
2025-09-05T17:30:15.127Z,480
2025-09-05T17:30:25.118Z,482
2025-09-05T17:30:35.108Z,484
2025-09-05T17:30:45.101Z,482
2025-09-05T17:30:55.120Z,479
2025-09-05T17:31:05.081Z,481
2025-09-05T17:31:15.072Z,480
2025-09-05T17:31:25.062Z,479
2025-09-05T17:31:35.057Z,481
2025-09-05T17:31:45.084Z,479
2025-09-05T17:31:55.184Z,475
2025-09-05T17:32:05.032Z,480
2025-09-05T17:32:15.028Z,476
